"","id","biomass","growth","ratio"
"1",1,1.54073537253034,0.723641895549803,2.12914064540132
"2",2,0.717376710986017,-0.166655902393067,-4.30453827728251
"3",3,1.74914932778058,0.593060484900289,2.94936076895203
"4",4,1.70211498648244,-0.0760019043208237,-22.3956886566601
"5",5,1.77455037215315,1.22049974573605,1.45395390564622
"6",6,0.372164517170246,0.804191296235387,0.462781080711067
"7",7,2.64497306627393,0.0159748708472122,165.57085760324
"8",8,2.14951978747572,-0.208538150120195,-10.307561404169
"9",9,1.10598525022686,0.375790797843931,2.94308763432304
"10",10,0.750561707753482,0.199406342943001,3.76398110850478
"11",11,0.507119345863174,1.00740220570822,0.503393126389536
"12",12,0.373275223198969,-0.506058495138336,-0.7376127992811
"13",13,0.9887263228191,0.306369852518159,3.22723112177134
"14",14,1.0661492333793,-0.950276174130662,-1.12193619329101
"15",15,0.532439783455743,-0.646590028070422,-0.823458080608929
"16",16,0.453554126677089,0.355097617206915,1.27726603812383
"17",17,0.399926283090557,0.629456897529709,0.635351339639075
"18",18,0.318908532082783,1.50657280740566,0.211678141617297
"19",19,0.665562398534993,0.928611941117322,0.71672823605324
"20",20,0.455076538985441,1.37865479511063,0.330087372560093
"21",21,0.2496994191359,-0.0975364762332779,-2.56006192533236
"22",22,0.219553705794669,0.0499109674712446,4.39890703223016
"23",23,2.08164240340304,1.5001066169888,1.38766296997048
"24",24,0.271960497266322,0.168864439702566,1.61052556562736
"25",25,2.51186089488893,-0.366581887650792,-6.85211402828974
"26",26,0.500128689108246,-0.506446078649846,-0.987526037207274
"27",27,0.725173427239444,0.427484067928623,1.69637533102292
"28",28,1.95054252012419,0.223669841439648,8.72063264126066
"29",29,0.343142251692827,-0.468828116025405,-0.731914831819157
"30",30,1.13439728942359,0.704192681715889,1.6109188846715
"31",31,-0.282438077807516,0.974611633944124,-0.289795512356575
"32",32,0.491290926450044,0.296322625130894,1.65795955078701
"33",33,1.85844209179156,1.21195750378819,1.53342182872144
"34",34,0.359136134426476,0.134087485435396,2.67837176049892
"35",35,0.207223176052114,1.0019067845627,0.206828798092788
"36",36,0.928377272499882,0.291054364204217,3.18970400955228
"37",37,3.1098624427115,-0.0421537926845221,-73.7742026200497
"38",38,0.400654345962227,0.189262661113759,2.11692228992493
"39",39,0.522609435991778,1.28065709458837,0.408079132345535
"40",40,0.263042352187783,1.31481287856522,0.200060675154647
"41",41,0.667800758320364,-0.618334001901366,-1.08000005865259
"42",42,2.41865845459146,0.784855157046934,3.08166218043571
"43",43,0.176043997602619,-0.243334076587489,-0.723466273493032
"44",44,0.284359621412297,-2.07676148304404,-0.136924545131439
"45",45,2.10586883088418,0.963519544615843,2.18560053363919
"46",46,0.167697496186037,0.510111963194324,0.328746448399121
